trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
5466,False,"{'a': 0.001, 'e': 0.004232341047032775}",25,8,30.341376788080055,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5467,False,"{'a': 0.001, 'e': 0.004228110821451051}",35,20,32.968238933650525,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5468,False,"{'a': 0.001, 'e': 0.0042238848239805}",25,13,20.787954942550403,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5469,False,"{'a': 0.001, 'e': 0.004219663050395129}",25,10,27.91144232830191,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5470,False,"{'a': 0.001, 'e': 0.004215445496473156}",25,0,43.95762977805621,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
5471,False,"{'a': 0.001, 'e': 0.004211232157997035}",20,8,24.678377165788188,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5472,False,"{'a': 0.001, 'e': 0.004207023030753419}",20,2,25.991445820928934,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5473,False,"{'a': 0.001, 'e': 0.004202818110533184}",25,17,15.936814827521694,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5474,False,"{'a': 0.001, 'e': 0.004198617393131414}",35,0,51.94998081636192,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
5475,False,"{'a': 0.001, 'e': 0.0041944208743473835}",20,4,17.156286223343947,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
5476,False,"{'a': 0.001, 'e': 0.004190228549984576}",20,7,17.3260172760621,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5477,False,"{'a': 0.001, 'e': 0.004186040415850672}",25,15,21.67468589150737,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5478,False,"{'a': 0.001, 'e': 0.004181856467757529}",25,11,24.53552758357167,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5479,False,"{'a': 0.001, 'e': 0.004177676701521206}",25,6,34.83325467587088,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
5480,False,"{'a': 0.001, 'e': 0.0041735011129619285}",35,18,29.35297577429776,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5481,False,"{'a': 0.001, 'e': 0.0041693296979041115}",20,15,5.49662716077248,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
5482,False,"{'a': 0.001, 'e': 0.004165162452176344}",20,1,29.07539899548873,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
5483,False,"{'a': 0.001, 'e': 0.004160999371611372}",25,19,9.496091551174718,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5484,False,"{'a': 0.001, 'e': 0.004156840452046119}",25,17,15.760637580325229,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5485,False,"{'a': 0.001, 'e': 0.004152685689321667}",25,12,26.25054685761248,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5486,False,"{'a': 0.001, 'e': 0.004148535079283248}",20,9,21.328305091581704,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5487,False,"{'a': 0.001, 'e': 0.004144388617780257}",20,8,24.279065326084982,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5488,False,"{'a': 0.001, 'e': 0.004140246300666226}",35,15,41.3063237554499,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
5489,False,"{'a': 0.001, 'e': 0.0041361081237988396}",25,13,21.388912342387577,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5490,False,"{'a': 0.001, 'e': 0.004131974083039926}",25,3,37.58178642253211,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
5491,False,"{'a': 0.001, 'e': 0.004127844174255436}",20,10,20.820937807962814,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5492,False,"{'a': 0.001, 'e': 0.004123718393315464}",20,11,18.140310709967608,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5493,False,"{'a': 0.001, 'e': 0.004119596736094233}",35,21,26.507702080930713,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5494,False,"{'a': 0.001, 'e': 0.004115479198470077}",25,18,14.504215658810438,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5495,False,"{'a': 0.001, 'e': 0.004111365776325467}",30,18,21.135829784956076,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5496,False,"{'a': 0.001, 'e': 0.004107256465546973}",20,11,15.033883168566506,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5497,False,"{'a': 0.001, 'e': 0.004103151262025285}",20,8,24.166128911020966,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5498,False,"{'a': 0.001, 'e': 0.004099050161655206}",20,4,-13.022197599603771,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
5499,False,"{'a': 0.001, 'e': 0.004094953160335625}",20,6,24.514621264879715,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5500,False,"{'a': 0.001, 'e': 0.004090860253969547}",25,13,20.59096232514979,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5501,False,"{'a': 0.001, 'e': 0.004086771438464067}",20,7,24.626282215318643,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5502,False,"{'a': 0.001, 'e': 0.0040826867097303625}",25,14,17.31475181361576,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5503,False,"{'a': 0.001, 'e': 0.004078606063683711}",35,8,44.58263194756781,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
5504,False,"{'a': 0.001, 'e': 0.004074529496243461}",25,8,23.89407945093474,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5505,False,"{'a': 0.001, 'e': 0.004070457003333045}",25,19,13.80240922902082,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5506,False,"{'a': 0.001, 'e': 0.004066388580879976}",35,19,28.311512450410603,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5507,False,"{'a': 0.001, 'e': 0.004062324224815823}",20,16,9.389948351959985,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5508,False,"{'a': 0.001, 'e': 0.004058263931076237}",30,8,35.438214612816,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
5509,False,"{'a': 0.001, 'e': 0.004054207695600917}",20,8,21.72537186136536,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5510,False,"{'a': 0.001, 'e': 0.00405015551433363}",30,16,22.831610272069213,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5511,False,"{'a': 0.001, 'e': 0.004046107383222199}",25,13,20.72642313341903,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5512,False,"{'a': 0.001, 'e': 0.004042063298218484}",20,8,16.01040995722929,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5513,False,"{'a': 0.001, 'e': 0.004038023255278404}",25,14,20.46056846500051,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5514,False,"{'a': 0.001, 'e': 0.004033987250361921}",20,0,35.2359998221793,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
5515,False,"{'a': 0.001, 'e': 0.004029955279433019}",25,11,27.132358016251757,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5516,False,"{'a': 0.001, 'e': 0.004025927338459737}",25,17,14.910886088306732,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5517,False,"{'a': 0.001, 'e': 0.004021903423414124}",25,17,17.108138842210955,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5518,False,"{'a': 0.001, 'e': 0.004017883530272271}",20,16,7.472814351642619,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5519,False,"{'a': 0.001, 'e': 0.004013867655014287}",25,0,41.74630714782729,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
5520,False,"{'a': 0.001, 'e': 0.0040098557936242875}",20,5,27.42245660374929,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5521,False,"{'a': 0.001, 'e': 0.004005847942090417}",20,7,20.246160699569778,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5522,False,"{'a': 0.001, 'e': 0.004001844096404825}",20,13,11.931816508361955,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5523,False,"{'a': 0.001, 'e': 0.00399784425256366}",20,9,20.0470023050413,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5524,False,"{'a': 0.001, 'e': 0.003993848406567083}",35,18,32.97402438706886,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5525,False,"{'a': 0.001, 'e': 0.003989856554419244}",30,16,25.984463687224107,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5526,False,"{'a': 0.001, 'e': 0.0039858686921282905}",20,13,13.111926090950314,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5527,False,"{'a': 0.001, 'e': 0.003981884815706365}",25,19,11.888250180603396,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5528,False,"{'a': 0.001, 'e': 0.003977904921169583}",25,1,36.137177711518305,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
5529,False,"{'a': 0.001, 'e': 0.003973929004538055}",25,15,14.99233951141321,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5530,False,"{'a': 0.001, 'e': 0.003969957061835865}",25,4,38.93513288157039,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
5531,False,"{'a': 0.001, 'e': 0.003965989089091065}",30,20,19.491892620393116,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5532,False,"{'a': 0.001, 'e': 0.003962025082335688}",20,10,18.189189811507433,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5533,False,"{'a': 0.001, 'e': 0.003958065037605719}",20,16,7.593475009477553,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5534,False,"{'a': 0.001, 'e': 0.003954108950941118}",25,1,36.691711780060665,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
5535,False,"{'a': 0.001, 'e': 0.003950156818385802}",25,16,18.785049879309735,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5536,False,"{'a': 0.001, 'e': 0.0039462086359876285}",25,7,31.022168160980424,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5537,False,"{'a': 0.001, 'e': 0.003942264399798421}",30,15,13.624422072837227,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
5538,False,"{'a': 0.001, 'e': 0.003938324105873944}",20,16,8.734608122388519,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5539,False,"{'a': 0.001, 'e': 0.003934387750273899}",30,18,25.308965427098087,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5540,False,"{'a': 0.001, 'e': 0.003930455329061935}",20,16,5.417253383693412,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5541,False,"{'a': 0.001, 'e': 0.003926526838305624}",25,19,12.342079349068412,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5542,False,"{'a': 0.001, 'e': 0.003922602274076478}",30,24,9.262750538847829,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5543,False,"{'a': 0.001, 'e': 0.003918681632449937}",20,13,13.46561318692023,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5544,False,"{'a': 0.001, 'e': 0.003914764909505352}",30,16,13.776144107867772,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
5545,False,"{'a': 0.001, 'e': 0.0039108521013260025}",20,10,18.916983911800216,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5546,False,"{'a': 0.001, 'e': 0.003906943203999084}",35,23,21.59129805934367,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5547,False,"{'a': 0.001, 'e': 0.003903038213615691}",20,13,11.3793499291343,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5548,False,"{'a': 0.001, 'e': 0.0038991371262708406}",25,20,10.871869974347877,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
5549,False,"{'a': 0.001, 'e': 0.0038952399380634377}",25,17,14.604633981204138,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5550,False,"{'a': 0.001, 'e': 0.0038913466450962975}",20,0,31.48383859172663,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
5551,False,"{'a': 0.001, 'e': 0.0038874572434761303}",25,0,35.29713709278146,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
5552,False,"{'a': 0.001, 'e': 0.003883571729313527}",30,15,27.67340242204254,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5553,False,"{'a': 0.001, 'e': 0.0038796900987229767}",25,14,19.315289112993412,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5554,False,"{'a': 0.001, 'e': 0.003875812347822852}",30,17,21.934850029482345,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5555,False,"{'a': 0.001, 'e': 0.0038719384727353943}",20,14,11.59339168260386,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5556,False,"{'a': 0.001, 'e': 0.0038680684695867355}",25,18,13.15198114351648,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5557,False,"{'a': 0.001, 'e': 0.0038642023345068655}",20,15,10.33400108431391,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
5558,False,"{'a': 0.001, 'e': 0.0038603400636296518}",20,10,18.96674048500256,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5559,False,"{'a': 0.001, 'e': 0.003856481653092827}",25,6,31.04804377531205,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
5560,False,"{'a': 0.001, 'e': 0.003852627099037973}",20,8,17.191820365310097,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5561,False,"{'a': 0.001, 'e': 0.0038487763976105395}",20,16,7.3306270003290654,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5562,False,"{'a': 0.001, 'e': 0.0038449295449598272}",25,12,23.917420943495408,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5563,False,"{'a': 0.001, 'e': 0.0038410865372389773}",20,12,15.672002422736657,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5564,False,"{'a': 0.001, 'e': 0.003837247370604988}",35,23,24.748255746531708,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5565,False,"{'a': 0.001, 'e': 0.0038334120412186856}",30,18,25.062411852169326,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5566,False,"{'a': 0.001, 'e': 0.003829580545244744}",35,23,22.061857662543677,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5567,False,"{'a': 0.001, 'e': 0.0038257528788516702}",20,14,13.236964318491042,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5568,False,"{'a': 0.001, 'e': 0.0038219290382117905}",20,0,30.11743155763857,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
5569,False,"{'a': 0.001, 'e': 0.0038181090195012674}",20,15,10.921676997260494,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
5570,False,"{'a': 0.001, 'e': 0.0038142928189000857}",20,16,5.8308177959597165,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5571,False,"{'a': 0.001, 'e': 0.003810480432592037}",25,15,19.024197151949842,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5572,False,"{'a': 0.001, 'e': 0.0038066718567647422}",25,16,17.3928015036943,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5573,False,"{'a': 0.001, 'e': 0.003802867087609618}",20,0,29.227847659566713,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
5574,False,"{'a': 0.001, 'e': 0.003799066121321898}",25,20,6.38564248585195,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
5575,False,"{'a': 0.001, 'e': 0.0037952689541006193}",20,7,19.1812215621348,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5576,False,"{'a': 0.001, 'e': 0.003791475582148608}",20,12,17.816935093749745,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5577,False,"{'a': 0.001, 'e': 0.0037876860016724944}",20,13,11.4699270499137,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5578,False,"{'a': 0.001, 'e': 0.0037839002088827017}",20,1,27.437527283961764,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
5579,False,"{'a': 0.001, 'e': 0.0037801181999934296}",20,8,24.60444994525521,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5580,False,"{'a': 0.001, 'e': 0.003776339971222676}",20,9,18.45382496465646,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5581,False,"{'a': 0.001, 'e': 0.0037725655187922052}",30,18,21.640814319733,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5582,False,"{'a': 0.001, 'e': 0.0037687948389275674}",25,18,13.146199682520656,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5583,False,"{'a': 0.001, 'e': 0.0037650279278580857}",25,17,13.613643144731707,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5584,False,"{'a': 0.001, 'e': 0.0037612647818168424}",20,2,27.748323767389785,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5585,False,"{'a': 0.001, 'e': 0.0037575053970406946}",20,0,29.682964119927583,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
5586,False,"{'a': 0.001, 'e': 0.0037537497697702604}",20,10,17.7393871679443,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5587,False,"{'a': 0.001, 'e': 0.003749997896249905}",30,13,30.318530775688263,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5588,False,"{'a': 0.001, 'e': 0.0037462497727277617}",30,16,22.50019810328858,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5589,False,"{'a': 0.001, 'e': 0.0037425053954557004}",20,5,20.413813074725198,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5590,False,"{'a': 0.001, 'e': 0.003738764760689346}",20,0,31.07510137061382,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
5591,False,"{'a': 0.001, 'e': 0.0037350278646880674}",20,4,24.460311300122534,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5592,False,"{'a': 0.001, 'e': 0.0037312947037149613}",20,12,16.065131855745726,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5593,False,"{'a': 0.001, 'e': 0.00372756527403687}",20,1,27.674345248328983,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
5594,False,"{'a': 0.001, 'e': 0.003723839571924367}",30,11,31.531318620986404,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
5595,False,"{'a': 0.001, 'e': 0.003720117593651742}",20,4,26.510904317464217,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5596,False,"{'a': 0.001, 'e': 0.0037163993354970247}",25,0,35.15677872554093,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
5597,False,"{'a': 0.001, 'e': 0.0037126847937419493}",35,25,21.20432919850111,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5598,False,"{'a': 0.001, 'e': 0.003708973964671977}",20,10,20.16755980326418,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5599,False,"{'a': 0.001, 'e': 0.0037052668445762813}",30,4,42.82953038930362,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
5600,False,"{'a': 0.001, 'e': 0.003701563429747736}",25,20,11.455482820667374,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
5601,False,"{'a': 0.001, 'e': 0.003697863716482929}",25,17,15.291456269216633,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5602,False,"{'a': 0.001, 'e': 0.0036941677010821497}",25,9,24.334927667893222,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5603,False,"{'a': 0.001, 'e': 0.0036904753798493763}",20,5,26.75784068972458,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5604,False,"{'a': 0.001, 'e': 0.003686786749092293}",30,10,35.10160720869617,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
5605,False,"{'a': 0.001, 'e': 0.0036831018051222634}",30,16,26.672097035991275,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5606,False,"{'a': 0.001, 'e': 0.0036794205442543457}",30,14,31.424923499630502,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5607,False,"{'a': 0.001, 'e': 0.003675742962807282}",25,11,26.30804392272152,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5608,False,"{'a': 0.001, 'e': 0.003672069057103484}",25,18,14.379479408216971,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5609,False,"{'a': 0.001, 'e': 0.0036683988234690493}",20,11,15.451721776415631,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5610,False,"{'a': 0.001, 'e': 0.0036647322582337473}",20,16,7.65835471804407,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5611,False,"{'a': 0.001, 'e': 0.0036610693577310053}",20,10,19.546088296617345,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5612,False,"{'a': 0.001, 'e': 0.0036574101182979294}",30,18,21.7864122449148,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5613,False,"{'a': 0.001, 'e': 0.0036537545362752733}",25,17,14.034799325338938,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5614,False,"{'a': 0.001, 'e': 0.0036501026080074583}",20,14,11.072526737836807,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5615,False,"{'a': 0.001, 'e': 0.003646454329842558}",30,12,27.477341474013187,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5616,False,"{'a': 0.001, 'e': 0.003642809698132289}",20,8,17.878251632987197,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5617,False,"{'a': 0.001, 'e': 0.0036391687092320216}",20,8,20.025940526324643,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5618,False,"{'a': 0.001, 'e': 0.0036355313595007694}",25,16,15.896541012724361,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5619,False,"{'a': 0.001, 'e': 0.003631897645301177}",20,16,6.532869032499293,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5620,False,"{'a': 0.001, 'e': 0.003628267562999535}",25,14,18.99138172216927,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5621,False,"{'a': 0.001, 'e': 0.0036246411089657558}",20,0,30.312772002105987,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
5622,False,"{'a': 0.001, 'e': 0.0036210182795733876}",20,6,24.83016553661295,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5623,False,"{'a': 0.001, 'e': 0.003617399071199604}",30,12,31.022558404429912,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5624,False,"{'a': 0.001, 'e': 0.0036137834802251892}",20,15,9.537472647937493,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
5625,False,"{'a': 0.001, 'e': 0.0036101715030345564}",25,13,21.555190777127375,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5626,False,"{'a': 0.001, 'e': 0.0036065631360157305}",30,20,7.064089419284054,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
5627,False,"{'a': 0.001, 'e': 0.003602958375560338}",25,13,18.454510438306365,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5628,False,"{'a': 0.001, 'e': 0.0035993572180636245}",25,5,38.61630168770247,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
5629,False,"{'a': 0.001, 'e': 0.003595759659924426}",25,17,14.159861427401509,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5630,False,"{'a': 0.001, 'e': 0.0035921656975451866}",25,0,40.83166788997924,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
5631,False,"{'a': 0.001, 'e': 0.0035885753273319477}",25,16,19.390231648068866,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5632,False,"{'a': 0.001, 'e': 0.0035849885456943316}",25,13,19.7084675961033,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5633,False,"{'a': 0.001, 'e': 0.0035814053490455635}",30,20,16.348378089130783,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5634,False,"{'a': 0.001, 'e': 0.0035778257338024396}",20,14,10.252768915955716,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5635,False,"{'a': 0.001, 'e': 0.0035742496963853477}",25,12,21.010540280413235,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5636,False,"{'a': 0.001, 'e': 0.003570677233218253}",20,12,13.365775854612131,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5637,False,"{'a': 0.001, 'e': 0.003567108340728686}",20,5,26.214595755921923,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5638,False,"{'a': 0.001, 'e': 0.003563543015347757}",30,20,17.756735367813395,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5639,False,"{'a': 0.001, 'e': 0.0035599812535101437}",25,18,13.368162481802669,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5640,False,"{'a': 0.001, 'e': 0.0035564230516540772}",20,13,9.740503746125745,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5641,False,"{'a': 0.001, 'e': 0.003552868406221362}",25,15,20.51450042427545,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5642,False,"{'a': 0.001, 'e': 0.0035493173136573455}",25,15,17.46696026746817,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5643,False,"{'a': 0.001, 'e': 0.003545769770410939}",20,3,28.517948637553722,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5644,False,"{'a': 0.001, 'e': 0.0035422257729346013}",20,10,21.133583619471526,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5645,False,"{'a': 0.001, 'e': 0.0035386853176843287}",20,10,19.030537943748225,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5646,False,"{'a': 0.001, 'e': 0.0035351484011196684}",20,7,21.994760610808875,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5647,False,"{'a': 0.001, 'e': 0.003531615019703707}",25,15,18.653438624063263,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
