trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1913,False,"{'a': 0.001, 'e': 0.14778452178570287}",20,10,14.883694181407469,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1914,False,"{'a': 0.001, 'e': 0.14763681113155347}",20,0,-2.175665772218997,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1915,False,"{'a': 0.001, 'e': 0.14748924811422748}",20,6,22.411330728757022,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1916,False,"{'a': 0.001, 'e': 0.14734183258616193}",30,16,15.02869709228372,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1917,False,"{'a': 0.001, 'e': 0.14719456439994122}",30,22,14.001438007637637,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1918,False,"{'a': 0.001, 'e': 0.1470474434082972}",25,13,5.960557580069435,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1919,False,"{'a': 0.001, 'e': 0.1469004694641088}",20,13,13.633355060282067,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1920,False,"{'a': 0.001, 'e': 0.14675364242040215}",20,10,21.704506649093606,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1921,False,"{'a': 0.001, 'e': 0.14660696213035015}",30,4,-29.774985619908414,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 1}",1
1922,False,"{'a': 0.001, 'e': 0.14646042844727247}",20,16,5.4871284418164965,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1923,False,"{'a': 0.001, 'e': 0.14631404122463545}",20,10,14.474250772837614,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1924,False,"{'a': 0.001, 'e': 0.14616780031605184}",20,11,2.996575189291657,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1925,False,"{'a': 0.001, 'e': 0.14602170557528074}",30,2,36.197448619260065,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 0}",1
1926,False,"{'a': 0.001, 'e': 0.14587575685622736}",25,13,12.728214462809309,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1927,False,"{'a': 0.001, 'e': 0.14572995401294303}",35,11,15.939655489034852,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
1928,False,"{'a': 0.001, 'e': 0.14558429689962482}",30,17,-0.22983331570389898,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1929,False,"{'a': 0.001, 'e': 0.1454387853706157}",25,5,12.94321407112483,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1930,False,"{'a': 0.001, 'e': 0.145293419280404}",20,13,12.314580536040816,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1931,False,"{'a': 0.001, 'e': 0.14514819848362373}",20,3,-5.929338165369154,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
1932,False,"{'a': 0.001, 'e': 0.145003122835054}",20,0,10.789333625170425,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1933,False,"{'a': 0.001, 'e': 0.14485819218961926}",35,25,14.888361716778135,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1934,False,"{'a': 0.001, 'e': 0.14471340640238872}",25,15,22.026192336630423,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1935,False,"{'a': 0.001, 'e': 0.14456876532857668}",30,13,29.656014322492744,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1936,False,"{'a': 0.001, 'e': 0.14442426882354198}",20,2,17.204171751364356,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1937,False,"{'a': 0.001, 'e': 0.14427991674278817}",25,16,13.804801457436888,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1938,False,"{'a': 0.001, 'e': 0.1441357089419631}",25,20,7.809508194185748,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1939,False,"{'a': 0.001, 'e': 0.143991645276859}",20,9,8.380373189740618,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1940,False,"{'a': 0.001, 'e': 0.14384772560341216}",25,8,-7.347988054320977,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
1941,False,"{'a': 0.001, 'e': 0.14370394977770293}",25,1,-19.68568023838659,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 1}",1
1942,False,"{'a': 0.001, 'e': 0.14356031765595542}",20,6,23.49844994835933,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1943,False,"{'a': 0.001, 'e': 0.14341682909453757}",25,1,-15.919983393140923,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
1944,False,"{'a': 0.001, 'e': 0.14327348394996073}",20,8,11.981108793645166,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1945,False,"{'a': 0.001, 'e': 0.14313028207887982}",25,11,-26.155308136761217,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1946,False,"{'a': 0.001, 'e': 0.14298722333809288}",25,12,15.770254099031272,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1947,False,"{'a': 0.001, 'e': 0.14284430758454122}",25,11,3.7106231415709576,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1948,False,"{'a': 0.001, 'e': 0.14270153467530902}",25,9,13.909938072221872,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1949,False,"{'a': 0.001, 'e': 0.14255890446762343}",25,3,-27.114999361534174,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
1950,False,"{'a': 0.001, 'e': 0.14241641681885414}",25,13,0.5070072433407458,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1951,False,"{'a': 0.001, 'e': 0.1422740715865136}",25,15,21.070469056544525,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1952,False,"{'a': 0.001, 'e': 0.1421318686282564}",25,8,29.545476122030404,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1953,False,"{'a': 0.001, 'e': 0.14198980780187978}",30,11,21.059233374361327,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1954,False,"{'a': 0.001, 'e': 0.14184788896532272}",20,14,8.078457496906447,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1955,False,"{'a': 0.001, 'e': 0.1417061119766665}",20,0,-25.753653211920966,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1956,False,"{'a': 0.001, 'e': 0.14156447669413402}",25,10,16.041695181136948,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1957,False,"{'a': 0.001, 'e': 0.14142298297609007}",20,15,6.574200369934939,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1958,False,"{'a': 0.001, 'e': 0.14128163068104085}",20,6,25.60607345987732,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1959,False,"{'a': 0.001, 'e': 0.1411404196676341}",30,20,16.434382789218642,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1960,False,"{'a': 0.001, 'e': 0.14099934979465875}",30,20,20.18007087594649,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1961,False,"{'a': 0.001, 'e': 0.140858420921045}",30,15,-11.360019465014798,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
1962,False,"{'a': 0.001, 'e': 0.14071763290586387}",25,3,40.87666650019505,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1963,False,"{'a': 0.001, 'e': 0.1405769856083274}",30,18,24.811464356349916,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1964,False,"{'a': 0.001, 'e': 0.1404364788877882}",30,20,5.0663229941560575,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1965,False,"{'a': 0.001, 'e': 0.14029611260373964}",20,10,-19.55172819082088,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
1966,False,"{'a': 0.001, 'e': 0.14015588661581535}",25,13,21.37098710806832,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1967,False,"{'a': 0.001, 'e': 0.1400158007837894}",25,5,33.193637223075996,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1968,False,"{'a': 0.001, 'e': 0.13987585496757585}",20,6,17.954787777188645,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1969,False,"{'a': 0.001, 'e': 0.13973604902722894}",20,15,-2.971607102783454,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1970,False,"{'a': 0.001, 'e': 0.1395963828229427}",25,12,24.86875440273878,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1971,False,"{'a': 0.001, 'e': 0.13945685621505094}",25,10,14.250062891526913,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1972,False,"{'a': 0.001, 'e': 0.13931746906402698}",20,12,-0.27381140878687793,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1973,False,"{'a': 0.001, 'e': 0.13917822123048373}",20,3,19.639816007926367,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1974,False,"{'a': 0.001, 'e': 0.13903911257517326}",25,10,-8.762495529767946,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
1975,False,"{'a': 0.001, 'e': 0.138900142958987}",35,22,2.399305104431602,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1976,False,"{'a': 0.001, 'e': 0.13876131224295524}",20,5,7.473263708657923,"{0: 12, 1: 3, 2: 0, 3: 0, 4: 0}",1
1977,False,"{'a': 0.001, 'e': 0.13862262028824732}",25,15,18.289376057259176,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1978,False,"{'a': 0.001, 'e': 0.13848406695617121}",25,19,13.826257570927819,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1979,False,"{'a': 0.001, 'e': 0.13834565210817362}",25,14,21.00120820505814,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1980,False,"{'a': 0.001, 'e': 0.13820737560583965}",30,17,20.275431391256987,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1981,False,"{'a': 0.001, 'e': 0.13806923731089282}",20,11,15.29245714819454,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1982,False,"{'a': 0.001, 'e': 0.13793123708519478}",20,6,27.724310979833074,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1983,False,"{'a': 0.001, 'e': 0.13779337479074535}",20,16,4.715446279893079,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1984,False,"{'a': 0.001, 'e': 0.13765565028968216}",25,17,15.089279552538912,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1985,False,"{'a': 0.001, 'e': 0.13751806344428075}",25,3,5.557571015014844,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
1986,False,"{'a': 0.001, 'e': 0.13738061411695424}",20,13,2.2947303903565994,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1987,False,"{'a': 0.001, 'e': 0.13724330217025332}",30,10,22.57482255663642,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1988,False,"{'a': 0.001, 'e': 0.13710612746686596}",20,0,35.089684195970435,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1989,False,"{'a': 0.001, 'e': 0.13696908986961753}",25,17,-9.195590024587709,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1990,False,"{'a': 0.001, 'e': 0.13683218924147036}",30,8,38.99465364578335,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1991,False,"{'a': 0.001, 'e': 0.13669542544552385}",25,14,-1.56075438739499,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1992,False,"{'a': 0.001, 'e': 0.13655879834501417}",30,0,-1.5531537654846317,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
1993,False,"{'a': 0.001, 'e': 0.13642230780331424}",20,0,21.24680554311874,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1994,False,"{'a': 0.001, 'e': 0.13628595368393343}",20,14,11.151183721367318,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1995,False,"{'a': 0.001, 'e': 0.1361497358505177}",20,10,21.782246045742887,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1996,False,"{'a': 0.001, 'e': 0.13601365416684916}",25,14,18.184096439301292,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1997,False,"{'a': 0.001, 'e': 0.13587770849684613}",20,15,-3.6205808645459445,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1998,False,"{'a': 0.001, 'e': 0.13574189870456288}",30,18,22.25720551855209,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1999,False,"{'a': 0.001, 'e': 0.1356062246541897}",25,13,13.50279173109234,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2000,False,"{'a': 0.001, 'e': 0.13547068621005243}",25,0,28.956638326810705,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
2001,False,"{'a': 0.001, 'e': 0.1353352832366127}",20,0,11.097761810194676,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
2002,False,"{'a': 0.001, 'e': 0.13520001559846748}",25,14,20.282718017459782,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2003,False,"{'a': 0.001, 'e': 0.13506488316034906}",25,3,20.576170717299387,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
2004,False,"{'a': 0.001, 'e': 0.13492988578712511}",25,12,23.399966902609393,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2005,False,"{'a': 0.001, 'e': 0.1347950233437982}",25,1,1.9591614613153587,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 0}",1
2006,False,"{'a': 0.001, 'e': 0.13466029569550586}",25,14,7.778938431187385,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2007,False,"{'a': 0.001, 'e': 0.1345257027075204}",25,6,-9.260975429065855,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
2008,False,"{'a': 0.001, 'e': 0.1343912442452489}",25,14,-23.650414112943484,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
2009,False,"{'a': 0.001, 'e': 0.13425692017423285}",30,20,15.730399782311533,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2010,False,"{'a': 0.001, 'e': 0.13412273036014816}",25,12,11.657811582263284,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
2011,False,"{'a': 0.001, 'e': 0.13398867466880493}",30,23,4.198303900740871,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
2012,False,"{'a': 0.001, 'e': 0.13385475296614763}",20,0,32.84473991251852,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2013,False,"{'a': 0.001, 'e': 0.1337209651182544}",25,19,8.418020159731531,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2014,False,"{'a': 0.001, 'e': 0.13358731099133747}",20,11,15.169574809200075,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2015,False,"{'a': 0.001, 'e': 0.1334537904517426}",25,14,19.061817655184974,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2016,False,"{'a': 0.001, 'e': 0.13332040336594936}",20,2,22.111680410017616,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
2017,False,"{'a': 0.001, 'e': 0.1331871496005706}",30,13,32.18733407577288,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2018,False,"{'a': 0.001, 'e': 0.13305402902235253}",25,0,-7.561742507728644,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
2019,False,"{'a': 0.001, 'e': 0.13292104149817452}",25,17,16.575031001673754,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2020,False,"{'a': 0.001, 'e': 0.13278818689504915}",30,17,15.020968514274848,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
2021,False,"{'a': 0.001, 'e': 0.13265546508012172}",20,12,-21.833408843174453,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
2022,False,"{'a': 0.001, 'e': 0.13252287592067044}",25,13,22.002799883794125,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2023,False,"{'a': 0.001, 'e': 0.13239041928410605}",25,19,13.687096226109349,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2024,False,"{'a': 0.001, 'e': 0.13225809503797206}",25,8,27.313877437944438,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2025,False,"{'a': 0.001, 'e': 0.1321259030499441}",20,7,-31.929824719028105,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
2026,False,"{'a': 0.001, 'e': 0.13199384318783022}",20,10,19.934325786094483,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2027,False,"{'a': 0.001, 'e': 0.13186191531957048}",30,0,21.402760177770244,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
2028,False,"{'a': 0.001, 'e': 0.13173011931323708}",35,16,33.588806701412835,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2029,False,"{'a': 0.001, 'e': 0.131598455037034}",35,12,31.222755478268105,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
2030,False,"{'a': 0.001, 'e': 0.13146692235929688}",20,5,23.294802759729233,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2031,False,"{'a': 0.001, 'e': 0.13133552114849303}",25,19,11.894529928894435,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2032,False,"{'a': 0.001, 'e': 0.13120425127322136}",25,9,19.49832504067112,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
2033,False,"{'a': 0.001, 'e': 0.13107311260221188}",20,3,18.200182886710014,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2034,False,"{'a': 0.001, 'e': 0.13094210500432593}",20,12,1.539972308313136,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2035,False,"{'a': 0.001, 'e': 0.13081122834855582}",20,14,8.887489991891915,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2036,False,"{'a': 0.001, 'e': 0.13068048250402503}",20,12,12.233745976754157,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2037,False,"{'a': 0.001, 'e': 0.13054986733998764}",20,9,4.33382907994838,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
2038,False,"{'a': 0.001, 'e': 0.13041938272582848}",20,2,-21.06274800045391,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
2039,False,"{'a': 0.001, 'e': 0.13028902853106283}",20,11,11.56243014463099,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
2040,False,"{'a': 0.001, 'e': 0.13015880462533663}",30,18,23.322220013456576,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2041,False,"{'a': 0.001, 'e': 0.1300287108784259}",25,19,12.117143905026609,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2042,False,"{'a': 0.001, 'e': 0.12989874716023692}",30,20,-6.277205728502359,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
2043,False,"{'a': 0.001, 'e': 0.1297689133408058}",25,10,-26.11065316834365,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
2044,False,"{'a': 0.001, 'e': 0.12963920929029896}",25,17,14.724961033259849,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2045,False,"{'a': 0.001, 'e': 0.12950963487901218}",20,6,23.830126605788685,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2046,False,"{'a': 0.001, 'e': 0.12938018997737108}",30,23,11.715610800905585,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2047,False,"{'a': 0.001, 'e': 0.12925087445593067}",20,4,0.7359152777526394,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
2048,False,"{'a': 0.001, 'e': 0.12912168818537556}",20,7,-28.854130165436796,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
2049,False,"{'a': 0.001, 'e': 0.1289926310365194}",30,18,23.770439576037877,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2050,False,"{'a': 0.001, 'e': 0.12886370288030502}",20,9,8.213002064803081,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2051,False,"{'a': 0.001, 'e': 0.12873490358780423}",30,22,15.289977413057578,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2052,False,"{'a': 0.001, 'e': 0.12860623303021773}",20,14,12.412581914537718,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2053,False,"{'a': 0.001, 'e': 0.12847769107887502}",30,18,22.22951569533467,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2054,False,"{'a': 0.001, 'e': 0.12834927760523412}",25,17,10.44102329616403,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
2055,False,"{'a': 0.001, 'e': 0.1282209924808815}",25,18,11.413190769206881,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2056,False,"{'a': 0.001, 'e': 0.12809283557753198}",30,5,-28.943213921414497,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",1
2057,False,"{'a': 0.001, 'e': 0.1279648067670288}",20,6,23.118361660948317,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2058,False,"{'a': 0.001, 'e': 0.12783690592134303}",20,10,20.46076962314896,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2059,False,"{'a': 0.001, 'e': 0.12770913291257383}",25,14,19.745179421934115,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2060,False,"{'a': 0.001, 'e': 0.12758148761294813}",30,4,17.459153733459356,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
2061,False,"{'a': 0.001, 'e': 0.12745396989482075}",25,11,7.1567084956382105,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
2062,False,"{'a': 0.001, 'e': 0.12732657963067387}",30,7,18.31400104770576,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
2063,False,"{'a': 0.001, 'e': 0.1271993166931172}",20,3,27.353306199521743,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2064,False,"{'a': 0.001, 'e': 0.12707218095488781}",20,12,-27.512177442610362,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
2065,False,"{'a': 0.001, 'e': 0.12694517228885002}",20,6,23.147334202862428,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2066,False,"{'a': 0.001, 'e': 0.1268182905679951}",20,16,8.33732422063558,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2067,False,"{'a': 0.001, 'e': 0.1266915356654413}",25,15,-2.031113935859862,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
2068,False,"{'a': 0.001, 'e': 0.12656490745443366}",20,0,-7.136922563751996,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
2069,False,"{'a': 0.001, 'e': 0.1264384058083441}",30,21,15.494906830044531,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2070,False,"{'a': 0.001, 'e': 0.12631203060067087}",25,8,24.5457063440943,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
2071,False,"{'a': 0.001, 'e': 0.12618578170503877}",25,15,19.321833869769005,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2072,False,"{'a': 0.001, 'e': 0.12605965899519883}",20,0,23.718072564030834,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2073,False,"{'a': 0.001, 'e': 0.12593366234502845}",20,10,20.950998104894254,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2074,False,"{'a': 0.001, 'e': 0.12580779162853092}",25,11,4.796632863462975,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
2075,False,"{'a': 0.001, 'e': 0.1256820467198355}",25,20,8.050183282815343,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2076,False,"{'a': 0.001, 'e': 0.1255564274931972}",25,14,21.535246759537454,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2077,False,"{'a': 0.001, 'e': 0.12543093382299692}",20,10,14.746293282440625,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2078,False,"{'a': 0.001, 'e': 0.12530556558374092}",20,10,20.236453748658167,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2079,False,"{'a': 0.001, 'e': 0.12518032265006093}",20,12,14.658154535131203,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2080,False,"{'a': 0.001, 'e': 0.12505520489671398}",20,12,5.092314558786326,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2081,False,"{'a': 0.001, 'e': 0.12493021219858241}",25,15,20.33553538679414,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2082,False,"{'a': 0.001, 'e': 0.12480534443067345}",20,7,12.098758318463943,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
2083,False,"{'a': 0.001, 'e': 0.12468060146811931}",25,17,10.821134765674614,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2084,False,"{'a': 0.001, 'e': 0.12455598318617699}",20,7,27.117072015042982,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2085,False,"{'a': 0.001, 'e': 0.12443148946022826}",25,15,4.108265397263835,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2086,False,"{'a': 0.001, 'e': 0.12430712016577938}",20,6,25.856616487888154,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2087,False,"{'a': 0.001, 'e': 0.12418287517846102}",25,9,10.474700788625153,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
2088,False,"{'a': 0.001, 'e': 0.12405875437402814}",25,11,23.324067066824213,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2089,False,"{'a': 0.001, 'e': 0.12393475762836002}",25,15,11.480968992544927,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
2090,False,"{'a': 0.001, 'e': 0.12381088481745986}",20,9,19.7553735452236,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2091,False,"{'a': 0.001, 'e': 0.12368713581745483}",20,2,27.8332830788473,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2092,False,"{'a': 0.001, 'e': 0.12356351050459588}",20,5,19.24717390774122,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
2093,False,"{'a': 0.001, 'e': 0.12344000875525778}",35,24,21.769826336293036,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2094,False,"{'a': 0.001, 'e': 0.12331663044593871}",25,18,15.784003312376411,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2095,False,"{'a': 0.001, 'e': 0.12319337545326038}",25,18,12.192291200043275,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
